"","job_title","company_name","job_location","job_description"
"89","Data Scientist","Vermont Mutual Insurance","Montpelier, VT","Not just another job, but an opportunity to work for one of the best insurance companies in the country and reap the rewards that go along with that level of success. We’re a 190 year old company that works hard not to act our age; as a result, we have been recognized as one of the “Best Places to Work in Vermont”. An open and collaborative environment, coupled with exceptional compensation and benefits help to make us one of the most attractive employment opportunities in the country.

We are looking for an experienced professional in mathematics, computer science, statistics, or other related field to research and shape technology and data driven innovation across our company. The ideal Data Scientist has hands-on experience developing data science solutions, ability to communicate effectively with non-technical stakeholders, has experience with coding languages, and understanding of advanced statistical models, predictive analysis, and machine learning techniques.

If you have qualifications that you feel would allow you to contribute to the continued success of Vermont Mutual, we’d love to hear from you."
"90","Data Scientist","data245","Bannockburn, IL","$75,000 - $125,000 a yearPart-time, Contract, InternshipSr. Machine Learning/Data Scientistdata245, Bannockburn, IL seeks data scientists.We are open to all levels of experience (down to an intern) as we are building a team around new initiatives.You will be developing state of the art algorithms to power various aspects of highly complex business modelsYou can articulate and understand a business problem, identify challenges, formulate the machine learning problem or NLP problems and provide/prototype solutionsYou will provide technical leadership, identify and understand key business challenges and opportunities, and develop end-to-end software solutions using machine learning/NLP and optimization methods.You will collaborate extensively with internal and external partners, program management, and, at a senior level, the engineering team to ensure that solution meet business needs, permit valid inferences and have functional feasibilityYou will collect and manipulate large volumes of data; build new and improved techniques and/or solutions for data collection, management, and usageYou will communicate results in a comprehensible manner to all levels of the company (field teams up to Snr. Management) - this will require client facing in the future - but not initiallyYou will brainstorm with other team members and leadership - who has 30 plus years experience in the industry that requires the solution.Requirements:PHD or MS in Statistics, Machine Learning, or Computer Science (or technical degree with commensurate industry experience)Ideally the Senior position will possess at least 3 years of relevant work - or academic academic experience, as a Data Scientist / Machine Learning professional.Expertise in NLP a bonusStrong algorithmic design skillsOther positions require less tenure, but the same relevant ML understanding.Previous hands on experience, or thesis dedicated to the sameDeep understanding of classic machine learning and deep learning theory, and extensive hands-on experience putting it into practiceExcellent understanding of machine learning algorithms, processes, tools and platforms including CNN, RNN, NLP, tensorflow, keras, etc.Python proficiency is mustApplied experience with machine learning on large datasets\sparse data with structured and unstructured data.Experience with deep learning, and their optimizations for efficient implementation.Great communication skills, ability to explain predictive analytics to non-technical audience (not client facing yet, and no sales)Experienced in predictive modelling.Execute analytical experiments methodically while outputting reproducible research.Excited to change an industry struggling to control costs.Good to have – Familiar with one or more programming languages e.g. C++ / Java / Android / iOS"".Job Types: Full-time, Part-time, Internship, ContractSalary: $75,000.00 to $125,000.00 /yearEducation:Master's (Preferred)Work authorization:United States (Preferred)Hours per week:30-39Overtime often available:NoContract Length:More than 1 yearTypical end time:5PM"
"91","Junior Data Scientist","1-800-Flowers.com","New York, NY","Description As part of the NYC Innovation Team located in vibrant startup community Galvanize located in West Soho in Manhattan, this Junior Data Scientist will be joining a multi-versed team that demonstrates code proficiency and product ownership.
The NYC Innovation Team consists of react developers, mobile and UX developers, and cloud engineers. The team spans multiple brands as part of 1-800-Flowers and aims to provide value and innovation to new and ongoing projects alike.
As Junior Data Scientist, you will be responsible for collecting, cleaning, and extracting data from a variety of systems at 1-800-flowers with intention to run analysis on in order to provide insights to various business groups. Developing scripts and tools to provide artificial intelligence to data of different types will be asked of. You will also assist in creating best practices for the next stage of artificial intelligence in ecommerce from a data science point of view. Working across functional teams and providing insights into how to better market, sell, and retain customers will be a constant goal for this role.

Requirements .
About Us 1-800-FLOWERS.COM, Inc. is a leading provider of gifts for all celebratory occasions. For the past 40 years, 1-800-Flowers.com® has been helping deliver smiles to customers with a 100% Smile Guarantee® backing every gift. The 1-800-FLOWERS.COM, Inc. family of brands also includes everyday gifting and entertaining products from Harry & David®, The Popcorn Factory®, Cheryl's Cookies®, 1-800-Baskets.com®, Wolferman's®, Moose Munch® premium popcorn, Personalization Universe®, Simply ChocolateSM, and FruitBouquets.com SM. The Company also offers top-quality steaks and chops from Stock Yards® and gift baskets and towers from its DesignPac Gifts, LLC division. Loyalty programs, such as Celebrations Passport®, Celebrations Rewards® and Celebrations Reminders® are designed to deepen relationships with customers across all brands. The Company's BloomNet® international floral wire service and Napco SM floral gifts and seasonal décor division provide a broad-range of products and services designed to help professional florists grow their businesses profitably. 1-800-FLOWERS.COM, Inc. was named to the Stores® 2017 Hot 100 Retailers List by the National Retail Federation and also received the Gold award in the ""Best Artificial Intelligence"" category at the Data & Marketing Association's 2017 International ECHO Awards. Shares in 1-800-FLOWERS.COM, Inc. are traded on the NASDAQ Global Select Market, ticker symbol: FLWS."
"92","Statistical Research and Data Science Intern","Pfizer","New York, NY 10017 (Midtown area)","InternshipROLE SUMMARY
This position will provide statistical support for projects in the Statistical Research and Data Science (SRDC) and Statistical Programming and Analysis (SPA) groups in Global Biometrics and Data Management.
ROLE RESPONSIBILITIES
This position will use their computer and statistical skills to complete several smaller scale projects that will contribute to the operational efficiency and subject matter expertise of the RWD group within SRDC and SPA.
QUALIFICATIO NS
Undergraduate with expertise in computer science or statistics.
Strong computer and statistical skills.
Ability to perform mathematical calculations and ability to program and perform data analyses.
Sound computational skills in Python and other programming languages.
PHYSICAL/MENTAL REQUIREMENTS
Ability to program and perform data analyses.
Ability to blend computer work and meetings .
Sunshine Act
Pfizer reports payments and other transfers of value to health care providers as required by federal and state transparency laws and implementing regulations. These laws and regulations require Pfizer to provide government agencies with information such as a health care provider’s name, address and the type of payments or other value received, generally for public disclosure. Subject to further legal review and statutory or regulatory clarification, which Pfizer intends to pursue, reimbursement of recruiting expenses for licensed physicians may constitute a reportable transfer of value under the federal transparency law commonly known as the Sunshine Act. Therefore, if you are a licensed physician who incurs recruiting expenses as a result of interviewing with Pfizer that we pay or reimburse, your name, address and the amount of payments made currently will be reported to the government. If you have questions regarding this matter, please do not hesitate to contact your Talent Acquisition representative.
EEO & Employment Eligibility
Pfizer is committed to equal opportunity in the terms and conditions of employment for all employees and job applicants without regard to race, color, religion, sex, sexual orientation, age, gender identity or gender expression, national origin, disability or veteran status. Pfizer also complies with all applicable national, state and local laws governing nondiscrimination in employment as well as work authorization and employment eligibility verification requirements of the Immigration and Nationality Act and IRCA. Pfizer is an E-Verify employer.
Other Job Details:
Last Date to Apply for Job: March 19th, 2019N (Other) (United States of America)
Pfizer is an equal opportunity employer and complies with all applicable equal employment opportunity legislation in each jurisdiction in which it operates."
"93","Research Analyst, People Analytics","Google","New York, NY 10011 (Chelsea area)","Note: By applying to this position your application is automatically submitted to the following locations: Mountain View, CA, USA; San Francisco, CA, USA; Boulder, CO, USA; New York, NY, USA; Chicago, IL, USA
Minimum qualifications:
Bachelor's degree in Statistics, Economics, Psychology, Sociology, a related quantitative field or equivalent practical experience.

Experience working with and manipulating data from businesses (e.g., checking for data issues, cleaning, merging).

Experience using business data to conduct statistical analyses and test hypothesis (e.g., correlation, regression, factor analysis, t-test, ANOVA, HLM, etc.).
Preferred qualifications:
Experience using R, SPSS, STATA, and/or other languages to conduct statistical analyses.
Experience using SQL to clean data.
Experience managing complex projects with multiple stakeholders.
Experience working with diversity-related data.
Ability to creatively solve problems in a fast-paced, changing environment.
Demonstrated internal consulting, client management, and project management skills. About the job
At Google, data drives all of our decision-making, and our HR organization is no exception. The People Analytics team acts as an internal innovation lab, using analytical approaches to make sure Google continues to be a great place to work. The team provides critical support to the business around issues of organizational health and is responsible for not just taking the pulse of our Googlers, but harnessing Googler feedback to drive change for the better. As an analyst you'll be detail-oriented and conscientious, analytical and curious. You're a strong problem-solver, who uses both quantitative and qualitative methods to get things done. And on top of it all, you're someone who wonders ""What if?"" and then seeks out the solution.

We are a group of social scientists, with research backgrounds, who conduct experimental, survey, and archival research to inform people-related business decisions.

In this role, you'll work as a quantitative analyst to help contribute to Google-wide research and analysis efforts supporting people processes.
Great just isn't good enough for our People Operations team (you probably know us better as ""Human Resources""). Made up of equal parts HR professionals, former consultants and analysts, we're the advocates of Google's colorful culture. In People Ops, we ""find them, grow them, and keep them""- we bring the world's most innovative people to Google and provide the programs that help them thrive. Whether recruiting the next great Googler, refining our core programs, developing talent or simply looking for ways to inject some more fun into the lives of our Googlers, we bring a data-driven approach that is reinventing the human resources field. Responsibilities
Manipulate datasets and conduct statistical analysis (e.g., correlation, regression, factor analysis, t-test, ANOVA, HLM, etc.) using survey and archival data, with analyses conducted in R.
Communicate findings and recommendations to influence leaders to take action on the results.
Build relationships and collaborate with teammates, business leaders, and HR clients to solve organizational problems.
Be productive in an ambiguous, changing work environment (e.g., create structure, apply project management skills, develop and stick to deadlines). At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form ."
"94","Data Scientist I","Grubhub","New York, NY","Part-timeAbout The Opportunity
Here at Grubhub we’ve been dedicated to giving diners the most convenient way to order food from their favorite restaurants (whether that’s a late night Chalupa from Taco Bell or a salad for lunch from a local restaurant the day after they enjoyed said late night Chalupa).While we are food-obsessed, we are also customer-obsessed. We look to constantly innovate our technology so our diners’ food experience is memorable, restaurant owners get more business and individuals across the country looking for part-time work can deliver the food from the restaurant to the diner flawlessly. We take great pride in knowing that we are a part of 17+ million diners food ordering experience and we are partnered with 105,000 restaurants in 2,000 US cities across our suite of apps (Grubhub, LevelUp, Seamless, Tapingo, Eat24).
Want to be a part of the biggest movement in the US that is moving eating forward? If so, we want to talk to you - and hear what’s your favorite restaurant for food delivery!
Some Challenges You’ll Tackle
Understand the business! Work directly with stakeholders to address their needs.
Build models, from selecting features to optimizing.
Be a stakeholder for our models! Help guide and prioritize development of predictive models to enhance our capabilities.
Question our assumptions! Find new and better ways to do what we’re doing.
Produce novel analysis giving insights into the business
Relentlessly analyze and improve the performance of our business.You Should Have
1 - 3 years of experience applying descriptive statistics, machine learning, building predictive models and visualization to solve real-world problems
MSc or PhD in in statistics, mathematics, computer science or another quantitative field
Comfort communicating analytical findings to people of diverse backgrounds using statistical libraries and visualization tools in Python
Excellent programming skills in Python
Data querying capabilities using SQL
Ability to explain technical concepts in simple terms to business stakeholders
Got These? Even Better
Experience deploying regression, GLM, tree-based and Bayesian models with Python in a production environment
Experience with distributed data and computing tools like Spark, Hive and Presto
Experience using cloud infrastructure like AWS
A knack for analyzing and improving processes using dataAnd Of Course, Perks!
Flexible PTO. It’s true, no strings attached and all the time you need to recharge.
PTO. It’s true, we provide you a generous amount of time to recharge.
Better Benefits. Get quality insurance, flex-spending accounts, retirement options and commuter perks.
Free Food. Kitchens are stocked and free Grubhub each week.
Stock Up. All of our employees are owners, in fact, they’re granted Restricted Stock Units, which means we’re all in it to win it.
Casual Culture. Catch rays on the rooftop or get comfy on a couch and get to know your coworkers — because work, should be a place you want to be.
Grubhub is an equal opportunity employer. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status, and other legally protected characteristics. The EEO is the Law poster is available here: DOL Poster. If you are applying for a job in the U.S. and need a reasonable accommodation for any part of the employment process, please send an e-mail to talentacquisition@grubhub.com and let us know the nature of your request and contact information. Please note that only those inquiries concerning a request for reasonable accommodation will be responded to from this e-mail address."
"95","Junior Data Scientist","Viacom","New York, NY 10036","Overview and Responsibilities
The Junior Data Science Engineer, Advanced Media Analytics will be responsible for supporting the build-out of new/alternate audience platforms across Viacom Media Networks. In this role, the individual will contribute to innovation in audience measurement, and help discover how VMN content is being consumed across platforms.
Identify, ingest, and enrich a wide range of structured and unstructured data into datasets for analysis
Learn to apply statistical and advanced techniques (e.g. segmentation, machine learning) to develop both prototypes and scalable (i.e. efficient, automated) data analyses
Conduct basic ad hoc analysis, building models, forecasting viewing behavior
Extensive code development, debugging, optimizing, and productionizing
Support the development of machine learning pipeline architecture
Help build out frameworks for quickly rolling out new data analysis for standalone data-driven products and services to support our network of media brands.
Be able to transform unstructured raw data in to formats suitable for modeling
Be able to work in teams and collaborate with stakeholders to define requirementsBasic Qualifications
Bachelor’s or Master’s degree in a quantitative field
Knowledge of Python and/or R
Knowledge of algorithms for data mining, machine learning, and/or natural language processing
Possess some understanding of statistical procedures used in advanced analytics
Experience processing large amounts of structured and unstructured data using Spark, Hive or other Big Data technologies
Experience building scalable data models and performing complex relational database queries using SQL (Oracle, MySQL), etc.Additional Qualifications
Attention to detail and demonstrated ability to detect and resolve data/analytics quality issues
Outstanding verbal and written communication skills
Experienced user of data visualization tools (e.g. Tableau, matplotlib, ggplot2, etc.)"
"96","Data Scientist","PepsiCo","New York, NY 10017 (Midtown area)","Auto req ID: 169334BR
Job Description
PepsiCo operates in an environment undergoing immense and rapid change, driven by eCommerce and emergent retail technologies. To ensure continued success in the food and beverage space, PepsiCo has assembled a dedicated eCommerce team – tasked with optimizing eCommerce operations and developing innovations that will give PepsiCo a sustainable competitive advantage. While tied closely to broader PepsiCo, the eCommerce group more closely resembles a start-up environment; embracing the core values of having bias for action, being results oriented, maintaining a community-focus, and prioritizing people.

PepsiCo’s Data Science and Analytics group is a team of data scientists, technology specialists, and business innovators who operate within eCommerce to build industry-leading systems and solutions. By focusing on machine learning and automation, the Data Science & Analytics group is pushing the bounds of possibility for PepsiCo and its strategic partners.

What PepsiCo Data Science & Analytics does:
Build machine learning systems to understand the cross-channel grocery ecosystem
Perform statistical analysis across diverse datasets to drive and measure performance
Work with PepsiCo’s strategic partners to expand their technical capabilities, thereby creating a more robust data environment
Utilize natural language understanding techniques to uncover insights from contextual data
Develop scalable tools to drive automation and optimize business operations
As a Data Scientist, you will play a critical role in executing the global ecommerce growth agenda. You will be tasked with identifying, designing, and implementing data science/machine learning solutions to business problems. You will collaborate with the larger data science and analytics teams to create a robust, shared codebase; on which PepsiCo will build automated eCommerce systems. You will work with internal business stakeholders and strategic partners to identify opportunities for collaborative development and foster a data-driven culture between relevant teams.

Responsibilities
Work with the larger data science team to analyze large data sets and develop custom models/algorithms to uncover trends, patterns and insights
Write clean, organized machine learning code using standard software engineering methodologies
Provide critical thought leadership to enhance organizational capabilities by utilizing big and small data; work with DSA team members to identify and execute on opportunities for enhancement
Qualifications/Requirements
Master’s Degree in Data Science or equivalent
Development experience in Python, Java, C or equivalent programming language
Experience and or familiarity NumPy, Pandas, Pytorch, PostgresSQL, MSSQL, MySQL
Experience using Tensorflow to design custom deep learning systems
Expert in mathematical models underlying data science methods, understanding the trade-offs between different solutions
Experience in designing systems to solve business problems
Demonstrated ability to effectively and concisely communicate with both business and technical audiences
Offers of employment are contingent upon passing required prescreens, including, but not limited to, drug and alcohol screening and motor vehicle reports
Relocation Eligible: Not Applicable
Job Type: Regular
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.

PepsiCo is an Equal Opportunity Employer: Female / Minority / Disability / Protected Veteran / Sexual Orientation / Gender Identity

For San Francisco Bay Area: Our Company will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of San Francisco Police Code Sections 4901 - 4919, commonly referred to as the San Francisco Fair Chance Ordinance.

If you'd like more information about your EEO rights as an applicant under the law, please download the available EEO is the Law & EEO is the Law Supplement documents. View PepsiCo EEO Policy

Please view our Pay Transparency Statement"
"97","Data Scientist Intern (Paid Internship)","The Cheesecake Factory","Calabasas, CA 91301","InternshipPosition Overview:
You may know us as a company with great food…You may also know us from being named to the FORTUNE Magazine “100 Best Companies to Work For®” list six years in a row…What you may not know is how much fun Cheesecake Internships are!As a Cheesecake Data Scientist Intern you will play an integral part in supporting our Information Technology department by assisting with ongoing projects and responsibilities that relate to your future career. You’ll have the opportunity to learn the ins and outs of how an Information Technology department functions by interacting with the entire team as well as cross-functionally with other departments.Reporting to the Senior Director of Business Intelligence & Integrations, you will work with a Business Intelligence team of three, located in Calabasas Hills, CA, supporting the Business Intelligence function for a global $2.3 billion publicly traded company with over 200 full service restaurants and more than 39,000 staff members.Here’s more of what you will get to do:
Data Mining: analyze, identify, and assess data attributes using algorithms and regressions.
Perform strategic data analysis and research to support business needs.
Explore data by running SQL queries and identify opportunities to improve business results.
Document and present insights after analysis; provide recommendations.
Participate in research, prototypes, and proofs of concepts as necessary.You’ll thrive in this internship if you are:
A strong communicator: You’re capable of articulating a message in a clear, concise, and conversational manner.
Service minded: You’re a people person who effortlessly provides exceptional support whether it’s over the phone or in person.
A team player: You love collaboration and always show respect for the views and contributions of others.
A creative problem-solver: You have an uncanny ability to think outside-the-box, using the resources at hand to effortlessly get to the bottom of an issue.
Qualifications
What we require:
Currently enrolled in a post-secondary educational institution.
Completed a minimum of 2 years in post-secondary education.
Majoring in Finance, Math, Computer Science, Statistics, or related field.
Minimum GPA of 3.8
Available to work a minimum of 40 hours per week
Proficient in SQL, Python/R, Statistical Programming
Proficient in Microsoft Office (Word, Excel, Outlook, PowerPoint)About Us:
Recognized as one of the FORTUNE “100 Best Companies to Work For"", The Cheesecake Factory Incorporated operates more than 200 full-service, casual dining restaurants throughout the U.S. and Puerto Rico. Internationally, twenty-one The Cheesecake Factory® restaurants operate under licensing agreements. Continuing on our path to becoming a Global Iconic Brand, we employ more than 39,000 staff members, 320 of whom work at the corporate support center in Calabasas Hills, CA. #SoCheesecake #LifeAtCheesecake"
"98","Data Technician (Full- or Part-Time)","Thasos Group","New York, NY","Part-timeThe Role:
 The Data Technician role is an entry-level position suitable for someone looking to break into the startup/big data world and gain experience working with top tier data scientists and software engineers, helping clean and manage the data used in our models.
Data Technicians are responsible for building and maintaining our database of over 1 million points of interest where we track foot traffic trends for our clients. Duties include researching property lists, drawing polygons around specific property locations, cleaning meta data, and answering queries on specific properties/ companies we cover. Opportunities to code and build tools to assist with efficiency are available.
 Requirements:
Qualifications:
Detail-oriented personality
Excellent communication skills
Proactive in improving existing methods/tools
Responsible and reliable
Technical Skills (highly preferred but not required):
Python, JavaScript, HTML
Pandas, PostgreSQL
Web scraping
Why Thasos?
Winner – “Best Alternative Data Provider, 2018” Inside Market Data
Winner – “Best Overall Buy-Side Product, 2017” Waters Technology
Thasos Group is an alternative dataintelligence firm based in New York City. Founded in 2011, Thasos created their initial business model as part of the MIT Media Lab, a research lab at the Massachusetts Institute of Technology, to aggregate anonymized geolocation data from mobile phones to support financial investing. By converting real-time mobile phone location data into actionable information, the company aims to significantly improve transparency into businesses, markets, and economies worldwide.
Flexible, part-time work schedule (students welcome)
Company-sponsored lunch every Thursday
Regular company outings (happy hours, hikes)
Compensation includes Competitive Salary + Benefits + Equity
Positions are in Manhattan with an immediate start date.Please send your resume in PDF format to jobs@thasosgroup.com to apply"
"99","Data Scientist","UncommonGoods","Brooklyn, NY","ABOUT THE ROLE
Analytics works with numerous departments across UncommonGoods to turn data into insights, including Marketing, Merchandising, Operations, Product Management, and Purchasing. This includes everything from generating ad hoc reports to designing tests to building predictive models. As a data scientist, you'll play a key role in ensuring that business decisions are made with the best information possible.

ABOUT YOU
You know that the best, most thorough analysis is only valuable if you can communicate the results. You enjoy collaborating on projects because you know it will work out better than going it alone. You want to work at a company where doing good is as valued as doing well.

ABOUT US
UncommonGoods offers remarkable designs by independent makers, and we do it with a positive impact on people and our planet. Learn more about our products ( http://www.uncommongoods.com/this-just-in ), B Corp ( http://www.uncommongoods.com/our-story ) certification, Better To Give ( http://www.uncommongoods.com/static/better.jsp?utm_medium=social+networks&utm_source=facebook ) program, and cool team members ( http://www.uncommongoods.com/staff-bios ) you might be working with. Check out more about all the Good Stuff ( http://uncommongoods.store-y.com/the-good-stuff-report ) we do at UncommonGoods!

RESPONSIBILITIES
Collaborate with Marketing and Product Management to design and implement AB tests.
Develop, test, and deploy predictive models for customer behavior and inventory management.
Carry out every step of analyses from querying initial data to communicating final results.

SKILLS & QUALIFICATIONS
Required:A background in statistics or a similar quantitative field and Bachelor's degree
Proficiency with one or more programming languages used in statistics and data science such as R and SQL
Experience working with real world data sets
Ability to communicate technical concepts and insights to a non-technical audience
Bonus:Experience with Git version control
Proficiency with basic unix/linux command line functions
Advanced degree in a quantitative field
Experience with BI platforms such as Tableau

COMPANY PERKS
Robust benefits package with generous PTO, 401(k) with company match, and paid family leave
Stock options
Casual work atmosphere, company snacks, lunches, and team events
40% discount on our products

To apply, please submit the following
Resume
Cover Letter
(optional) Examples of past work such as:

a.) Papers, blog posts, or other publications
b.) Links to Github or other code repositories."
"100","Data Scientist - Machine Learning","American Express","New York, NY","Business Unit Introduction:
This position is in the Enterprise Digital and Analytics – Global Customer Data Science team and is responsible for driving positive value for the consumer base, our internal partners and shareholders through best-in-class data and decision science.
The Team:
Our team is the decision science team with emphasis on optimization, simulation, reinforcement learning, and Natural Language Processing (NLP). We are responsible for the innovation of the AMEX Chatbot module and the optimization layer of Orchestra, a cross-channel content delivery system.
Responsibilities and Value Proposition:
applying rigorious data science and optimization techniques on digital advertising,
helping our customer care professionals to reolve card members' issues faster and more accurately by utilizing NLP techniques,
collaborating with internal production teams to build and launch machine learning products,
monitoring and delivering insightful analytics on model performances.This role is ideal for someone who wants to develop a research & development career in the digital payments space while learning and applying related machine learning techniques from data collection to advertisement distribution channels, including chatbot.
Qualifications
Minimum Qualifications:
Masters/PhD in Computer Science, Statistics, (Applied) Mathematics, and/or Operations Research.
Strong fundamental knowledge of linear algebra and hypothesis testing.
Extensive knowledge and practical experience on machine learning techniques including regression & classification methods, boosting methods, and neural networks.
Basic theoretical and algorithmic understanding of stochastic processes and statistical modeling, e.g. Dynamic Programming, Markov Decision Process, and Language Modeling.
Proficient in Python (along with TensorFlow and/or PyTorch), Hive, and Spark.
Independent contributor with strong interpersonal, communication, and writing skills.Ideal Candidate:
PhD with 1-2 years of practical experience in building machine learning production modules.
Hands-on experience with ad-ranking and dialog management
Prior experience on building interactive prototypes using Django and visualizing data using D3.js.Depending on factors such as business unit requirements, the nature of the position, cost and applicable laws, American Express may provide visa sponsorship for certain positions.ReqID: 19004162
Schedule (Full-Time/Part-Time): Full-time
Date Posted: Mar 6, 2019, 5:17:25 PM"
"101","Scientist, Process Design and Validation","Endeavor Consulting Group","Los Angeles, CA","Scientist, Process Design and Validation: Major Global leading Consumer Products Company located in the Princeton NJ area is in immediate need for a Scientist to support Process Design activities and Validation for consumer products.Work on a portfolio of beloved personal care products that touches the lives a billion people each day. Categories include: Baby Care, Oral Care, Compromised Skin Care, Beauty, Feminine Care, and Over-The-Counter (OTC) products.The Scientist will support the process transfer of a broad range of consumer products such as Adult Skin Care, and Hair Care, from a manufacturability and formulation standpoint.The Scientist will collaborate cross-functionally with Operations, Marketing, Quality Assurance, and Research and Development (R&D) to ensure successful new product launches.The scope of work will include:Ownership of all activities related to transfer of manufacturing site transfer for Consumer products:Coordination of Formula ComparisonsCollect and review historical dataDetermine the Stability Testing plan / Matrix for each formulaInitiate Development Plan for each formulaAssign Development Plan Deliverables to Cross Functional team partnersCoordinate with Team Members on their contributions to be included in the Development PlanRoute the Development Plan and manage the Approval ProcessInitiate and write change controlsRoute change controls and manage approval processDESIGN PROCESSES FOR MANUFACTURING PERSONAL CARE PRODUCTS INCLUDING EMULSIONS AND SURFACTANTS: CONDUCTS BENCH SCALE WORK TO UNDERSTAND FORMULATION ATTRIBUTES AND ESTABLISH CRITICAL PROCESS PARAMETERS.DETERMINES MOST EFFECTIVE ARRANGEMENT OF OPERATIONS, SUCH AS MIXING, BLENDING, DISPERSION, HEAT TRANSFER, MILLING AND EMULSIFICATION.PROCESS SCALE UP THROUGH PILOT TO MANUFACTURING, INCLUDING CREATION OF PROCESS FLOW DIAGRAMS, BATCH CARDS FOR PILOT AND PRODUCTION MANUFACTURING, AND PROCESS DEVELOPMENT REPORTS.INPUT TO VALIDATION GROUP TO ENSURE SUCCESSFUL PROCESS VALIDATIONS.Write Bulk Holding Protocols and manage approval process as required.Write Bulk Split Protocols and manage approval process as required.Investigations and CAPA Resolution: Conduction investigations related to product OOS or process deviation, Stability OOS and Consumer ComplaintsConduct thorough root cause and historical data analysis, identify root cause and assess product impactConduct laboratory experimentation as needed related to investigations and root cause analysisWrite technical justification and other documentation including Product Impact Assessment, Technical Justifications and INV reportsBusiness Continuity Project activities: Manufacturing Process Improvements (cpk related, etc) – analyze data, identify critical process parameters, propose alternate process modifications, conduct DOE to determine best process, conduct scale up activities including pilot, trial and input to validation as required.Site Capacity increase qualification (tank qualifications, etc)Own GCC related to manufacturing process changesSupport reformulation activities related to supply disruptions issues including laboratory batching, historical data analysis and specification updates.Provide Ongoing general assistance in various miscellaneous department activitiesProvide Ongoing solutions to general challenges and issues that ariseJob Type: Full-timeBenefits offered:Paid time offParental leaveHealth insuranceDental insuranceHealthcare spending or reimbursement accounts such as HSAs or FSAsOther types of insuranceRetirement benefits or accounts"
"102","Data Scientist","Ascensia Diabetes Care","Valhalla, NY 10595","Ascensia Diabetes Care is a global specialist diabetes care company, dedicated to helping people living with diabetes. Our mission is to empower people living with diabetes through innovative solutions that simplify and improve their lives. We use our innovation and specialist expertise in diabetes to develop high quality solutions and tools that make a positive, daily difference for people with diabetes.
POSITION PURPOSE: The ideal candidate will be intricately involved in running analytical experiments in a methodical manner and will regularly evaluate alternate models via theoretical approaches. Responsibilities include analyses of various data streams, utilization of large data sets to determine unique insights to further business needs. This includes finding innovative ways to combine fields of data that don’t naturally mesh together as well as exploratory data analysis in order to navigate a dataset and come out with conclusions based on certain assumptions. Creation of meaningful data visualizations that communicates findings and relate them back to how your insights create business impact.
Work autonomously and be comfortable building projects from start to finish. Position participates in projects and makes proposals for new and innovative projects within the R&D environment. Uses expertise gained through a wide exposure of previous assignments and by focusing on areas for planning, scheduling, organizing, performance management, financial management and administrative skills.
MAJOR TASKS AND RESPONSIBILITIES OF POSITION:Research and develop statistical learning models for data analysisAnalyze business needs and produce results that meet strategic objectivesOptimize information architecture to promote usability, while accommodating technical needs/constraints.Understands and ensures strict compliance to applicable processes; collaborates to ensure cross-functional process requirements e.g., regulatory are met.Collaborate with product management and engineering departments to understand company needs and devise possible solutionsPossess ability to present, interpret, and recommend to senior management the results of work including the development including the development of new concepts, major advances in technology, new major applications, and progress on all product programs.Keep up-to-date with latest technology trends.Implement new statistical or other mathematical methodologies as needed for specific models or analysis.
QUALIFICATIONS:Experience in a fast-paced software development environment, and an ability to execute against aggressive timelinesProven ability to influence cross-functional teams without formal authorityHighly creative and inquisitive; able to multitask effectivelyDeep knowledge of statistical tests, distributions, maximum likelihood estimatorsSound experience with Python and/or RExperience with statistical programming languages and a database querying language like SQL.Experience with machine learning methods like k-nearest neighbors, random forests, ensemble methods and more.Data-driven problem-solverDegree in Computer Science, Engineering, Statistics, Technical Science or 4+ years of IT/Programming experienceExperience in and understanding of data and information management, especially in Big Data trendsHealth care industry experience is a plusExperience with development in regulated environment is a plusExperience with medical devices or software is a plusMS: 4 years of experienceBS: 6 years of experience
IND123
YOUR APPLICATION:
Ascensia offers a wide variety of competitive compensation and benefits programs. If you meet the requirements of this unique opportunity, and are driven by innovation and the desire to improve the lives of our patients, we encourage you to apply now. Job postings will remain open for a minimum of five business days and are subject to immediate closure thereafter without additional notice.
TO ALL RECRUITMENT AGENCIES:
Ascensia does not accept unsolicited third party resumes.
Ascensia is an Equal Opportunity Employer."
