"","job_title","company_name","job_location","job_description"
"44","Quantitative Analyst","Google","San Francisco, CA 94105 (Financial District area)","Note: By applying to this position your application is automatically submitted to the following locations: San Francisco, CA, USA; Sunnyvale, CA, USA
Minimum qualifications:
Bachelor's degree or equivalent practical experience.

4 years of relevant work experience involving quantitative data analysis.

Experience with statistical software (e.g., R, Python, MATLAB, padas) and database languages (e.g., SQL).
Preferred qualifications:
Master's degree in quantitative discipline (e.g., Statistics, Operations Research, Economics, Computational Biology) or equivalent practical experience.

Substantial real-world experience, especially in areas such as data and/ or forecasting.

Excellent analytical and quantitative skills, and attention to detail, as well as demonstrated willingness to both teach others and learn new techniques.

Demonstrated ability to communicate complex analytical concepts to an executive audience.
About the job
Financial Analysts ensure that Google makes sound financial decisions. As a Financial Analyst, your work, whether it's modeling business scenarios or tracking performance metrics, is used by our leaders to make strategic company decisions. Working on multiple projects at a time, you are focused on the details while finding creative ways to take on big picture challenges.

As someone who knows the workings of the core Finance team inside and out, you'll lead individual projects to transform planning, tracking and control processes. You'll provide senior level management with insightful recommendations, planning and reporting support.

As a Quantitative Analyst on the Revenue team you will be at the cutting edge of data analysis, using analytical rigor and statistical methods to mine through data and answer the complex revenue and monetization questions that other analysts can’t take on. You will work with high-performing cross-functional teams across the company, including other Finance, Quant and Engineering partners to play a core role providing analytical and technical solutions in support of Google’s key business functions.

With this role combining elements of finance and product analytics, you should be experienced with and passionate about using data to address complex business issues and drive strategy recommendations. Strong performers in this role will be a self starter and an independent, solution-oriented thinker with a strong background processing huge data sets, applying analytical rigor and statistical methods, and driving toward actionable insights and solutions.
The name Google came from ""googol,"" a mathematical term for the number 1 followed by 100 zeros. And nobody at Google loves big numbers like the Finance team when providing in depth analysis on all manner of strategic decisions across Google products. From developing forward-thinking analysis to generating management reports to scaling our automated financial processes, the Finance organization is an important partner and advisor to the business. Responsibilities

Provide analytical support and make progress to drive impact even under ambiguous environment.

Proactively Research new ways of modeling to unlock actionable insights or improve financial process for Finance and Google

Conduct end-to-end analysis that includes data gathering and requirements specification, processing, analysis, ongoing deliverables, and presentations.

Distill and communicate the essence of your technical work to audiences of all levels and across multiple functional areas while formulating robust, actionable recommendations. Work with a team of analysts responsible for pioneering machine learning and advanced analytics to Finance

Interact cross-functionally with a wide variety of people and teams. Contribute to the development of the analytical frameworks, tools, skills, culture and impact for Finance and Google.
At Google, we don’t just accept difference—we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products and our community. Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form ."
"45","Associate Data Scientist","Viacom","New York, NY 10036","Overview and Responsibilities
In this role, you will join an exciting new department at Viacom (Content Innovation Analytics ) that touches all of the hottest topics in the TV research industry today… big data, data visualization, predictive content/show analytics, total cross-platform consumption and forecasting, and most importantly, translation of data into new products, visuals, tools, and insights.
As a Jr. Data Scientist, you will be part of our Data Science team where you will analyze data from different sources, apply advance analytics, statistical techniques and machine learning to generate deeper knowledge of the TV viewers. You will partner closely with key stakeholders throughout the company (including the Product and Research teams devoted to Viacom’s Music and Entertainment brands: MTV, Comedy Central, Paramount Network, VH1, BET, etc.) in order to help build new data-driven products and tools.
Core Responsibilities
Our team is looking for an experienced, hands-on Jr. Data Scientist with a passion for heterogeneous data, out-of-the-box thinking, problem solving, as well as experience in big data, statistics and machine learning. You will work with a tight data and product team consisting of TV experts who will define the business cases, data scientists who will model the data for continuous insights and solutions, and full stack engineers who will focus on visualization. More specifically, core responsibilities will include the following:
Understand all types of data sets (e.g., metered measurement data, other syndicated data, survey data, social data) to be able to data mine complex data and transform into actionable insights
Conduct advanced analysis, run foresting models, create segments, etc. on behavioral and attitudinal data to ultimately drive insights and build new data delivery tools
Work across the company to facilitate a central repository and processing for all data, including standardized reporting and critical metrics
Work on ad hoc analysis for all key partnersBasic Qualifications
2+ years of hands-on experience in large-scale data analysis, statistics and machine learning
BA/BS or MS degree in Computer Science, Data Science, Applied Mathematics, Statistics or other related quantitative field (or equivalent practical experience)
1-2 years’ professional experience at a media company is preferred
Expertise in Python, R and SQL
Experience in databases (eg. Redshift, PostgreSQL, Redis) is preferredAdditional Qualifications
Understand all types of data sets (e.g., metered measurement data, other syndicated data, survey data, social data)
Creative thought leader and problem solver who thrives in a ‘think tank-ish’ entrepreneurial environment
Strong team player and contributor, leader, manager, mentor, and positive catalyst
Effective verbal and written communication skills to be able to work successfully with key partners, communicate with upper management, and drive enthusiasm and adoption of new products
Ability to multi-task, work under deadlines, work independently, within a very dynamic, fast-paced, and forward thinking environment
Experience in working with, and passionate about: data science, big data, survey data, social data, cloud environments, data platform architecture, BI, data visualization, data automation"
"46","Data Scientist","PepsiCo","New York, NY 10017 (Midtown area)","Auto req ID: 169332BR
Job Description
PepsiCo operates in an environment undergoing immense and rapid change, driven by eCommerce and emergent retail technologies. To ensure continued success in the food and beverage space, PepsiCo has assembled a dedicated eCommerce team – tasked with optimizing eCommerce operations and developing innovations that will give PepsiCo a sustainable competitive advantage. While tied closely to broader PepsiCo, the eCommerce group more closely resembles a start-up environment; embracing the core values of having bias for action, being results oriented, maintaining a community-focus, and prioritizing people.

PepsiCo’s Data Science and Analytics group is a team of data scientists, technology specialists, and business innovators who operate within eCommerce to build industry-leading systems and solutions. By focusing on machine learning and automation, the Data Science & Analytics group is pushing the bounds of possibility for PepsiCo and its strategic partners.

What PepsiCo Data Science & Analytics does:
Build machine learning systems to understand the cross-channel grocery ecosystem
Perform statistical analysis across diverse datasets to drive and measure performance
Work with PepsiCo’s strategic partners to expand their technical capabilities, thereby creating a more robust data environment
Utilize natural language understanding techniques to uncover insights from contextual data
Develop scalable tools to drive automation and optimize business operations
As a Data Scientist, you will play a critical role in executing the global ecommerce growth agenda. You will be tasked with identifying, designing, and implementing data science/machine learning solutions to business problems. You will collaborate with the larger data science and analytics teams to create a robust, shared codebase; on which PepsiCo will build automated eCommerce systems. You will work with internal business stakeholders and strategic partners to identify opportunities for collaborative development and foster a data-driven culture between relevant teams.

Responsibilities
Work with the larger data science team to analyze large data sets and develop custom models/algorithms to uncover trends, patterns and insights
Write clean, organized machine learning code using standard software engineering methodologies
Provide critical thought leadership to enhance organizational capabilities by utilizing big and small data; work with DSA team members to identify and execute on opportunities for enhancement
Qualifications/Requirements
Offers of employment are contingent upon passing required prescreens, including, but not limited to, drug and alcohol screening and motor vehicle reports
Master’s Degree in Data Science or equivalent
Development experience in Python, Java, C or equivalent programming language
Experience and or familiarity NumPy, Pandas, Pytorch, PostgresSQL, MSSQL, MySQL
Experience using Tensorflow to design custom deep learning systems
Expert in mathematical models underlying data science methods, understanding the trade-offs between different solutions
Experience in designing systems to solve business problems
Demonstrated ability to effectively and concisely communicate with both business and technical audiences
Relocation Eligible: Not Applicable
Job Type: Regular
All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, or disability status.

PepsiCo is an Equal Opportunity Employer: Female / Minority / Disability / Protected Veteran / Sexual Orientation / Gender Identity

For San Francisco Bay Area: Our Company will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of San Francisco Police Code Sections 4901 - 4919, commonly referred to as the San Francisco Fair Chance Ordinance.

If you'd like more information about your EEO rights as an applicant under the law, please download the available EEO is the Law & EEO is the Law Supplement documents. View PepsiCo EEO Policy

Please view our Pay Transparency Statement"
"47","Analyst, Data & Analysis","Digitas","New York, NY 10104 (Midtown area)","Analyst – Data & Analysis
Digitas is a highly-caffeinated playground where brilliant minds come together to bring bold, award-winning ideas to life.
The Data & Analysis team uses data-driven insights to fuel strategic growth for clients. We believe that data should never exist in a vacuum; instead, it should be put to work to bring the best ideas and stories to our clients
To help with this, we’re looking for an outstanding Analyst – someone who has a knack for understanding data and telling the story of why it matters. You’ll learn from the best in the business as you work with the team to bring actionable insights to our clients. Up for it? Read on.
What you’ll do:
As an Analyst, you’ll lay the groundwork and contribute to day-to-day reporting needs for client marketing efforts. You’ll work on brand campaigns, acquisition campaigns, site optimization, and/or online testing strategy.
Day-to-day, your role includes:
✦ Keeping a pulse on day-to-day performance data, including display media, site, search, email, and/or social campaigns
✦ Working in a variety of reporting systems and databases for the creation of recurring reports and dashboards
✦ Identifying nuances in data to optimize our clients’ business
✦ Supporting marketing initiatives across project and campaign lifecycles, including measurement plans, primary and secondary research, and performance reporting
✦ Expanding industry knowledge and relevant skillsets through internal training"
"48","Data Analysis Specialist","New York District Attorney's Office","New York, NY","Position Summary:
The New York County District Attorney's Office (DANY) has an opening for a Data Analysis Specialist in its Case Management Services Unit. In this position, the Specialist is responsible for providing time sensitive analytical support to DANY's Trial Bureaus and Case Management Unit.
Responsibilities include but are not limited to:Update internal case tracking system with adjournments, pleas, defense attorney changes, and sentencing information.
Use reports to identify issues with case updates.
Use various internal applications to fix data discrepancies.
Work with departmental managers to outline specific data needs for procedural improvements.
Perform special projects for departmental managers.
Work in court when necessary, processing and distributing court notes.
Liaise between court personnel and District Attorney personnel.
Assist Assistant District Attorneys in court and court personnel as needed.
Prepare and maintain routine court related reports.
Perform clerical and related tasks within the court and unit.
Perform related tasks as assigned by supervisor.
Qualifications:Proficient in Microsoft Word, Excel, and Access. Ability to update and edit existing proprietary databases.
Strong attention to detail and very high concern for data accuracy.
Ability to follow directions and apply proper policies, procedures, and guidelines.
Must be able to perform under pressure in a fast-paced environment.
Must be detail-oriented, self-motivated, and able to multi-task.
Ability to work with frequent interruptions and adapt to changes in workflow.
Ability to interact with all levels of staff, law enforcement representatives, and outside visitors.
Previous clerical experience preferred.
Educational Requirements:Bachelor's degree required.
Preferred Requirements:Ability to work overtime on short notice.
Commitment:One (1) year commitment to hiring bureau.

The New York County District Attorney's Office is an Equal Opportunity Employer"
"56","Data Scientist - Statistical Languages Machine Learning","Computer Enterprises, Inc. (CEI)","Philadelphia, PA","$140,000 - $180,000 a yearContractData Scientist: Actively pursuing a Data Scientist who will support our operations and data architecture teams with insights gained from analyzing company data. You must be that person who can create value out of data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. Such a person proactively fetches information from various sources and analyzes it for better understanding about how the business performs. Additionally, they can utilize AI tools to automate certain processes within mobile applications.This person must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes. This Data Scientist must possess the skill-sets necessary to hit the ground running and must be willing to learn about the mobile phone business while solving problems quickly and efficiently.Job Functions: Working with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.Assess the effectiveness and accuracy of new data sources and data gathering techniques.Develop custom data models and algorithms to apply to data sets.Use predictive modeling to increase and optimize customer experiences, revenue generation, ad targeting and other business outcomes.Coordinate with different functional teams to implement models and monitor outcomes.Develop processes and tools to monitor and analyze model performance and data accuracy.Minimum Requirements: Professional experience as a Data Scientist.Strong problem solving skills with an emphasis on product development.Experience using statistical computer languages (R, Python, SQL, etc.) to manipulate data and draw insights from large data sets.Experience working with and creating data architectures.Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.Coding knowledge and experience with several languages: C, C++, Java, JavaScript, etc.SUPERB communication skills with an emphasis on writing and interpreting abilitiesExcellent presentation skills. Must have the ability to confirm complex data into digestible formats for non-technical business teams.Additional Requirements (Not Required): Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, social network analysis, etc.Experience using web services: Redshift, S3, Spark, etc.Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.Experience analyzing data from 3rd party providers.Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, Gurobi, MySQLExperience visualizing/presenting data for stakeholders.Job Types: Full-time, ContractSalary: $140,000.00 to $180,000.00 /yearExperience:AI: 1 year (Preferred)Data Mining: 1 year (Preferred)R: 1 year (Preferred)Hive: 1 year (Preferred)C/C++: 1 year (Preferred)"
"57","Sr Analyst, Data and Analysis","Digitas","New York, NY 10104 (Midtown area)","Senior Analyst – Data & Analysis
Digitas is a highly-caffeinated playground where brilliant minds come together to bring bold, award-winning ideas to life.
The Data & Analysis team uses data-driven insights to fuel strategic growth for clients. We believe that data should never exist in a vacuum; instead, it should be put to work to bring the best ideas and stories to our clients.
To help with this, we’re looking for an outstanding Senior Analyst – someone who can analyze massive data sets, make insightful cross-channel recommendations, and communicate strategic ideas to clients. Sound like you? Read on.
What you’ll do:
As a Senior Analyst, you’ll build the strategic and tactical foundation for data-driven marketing efforts. You’ll work to achieve client goals through brand and acquisition campaigns, site optimization, and/or online testing strategy.
Day-to-day, your role includes:
✦ Instituting frameworks across project and campaign lifecycles, including measurement plans, primary and secondary research, and performance reporting
✦ Diving into large data sets, uncovering insights, and providing impactful recommendations to clients
✦ Connecting the dots across channels through data (including display media, site, search, email, and social) to provide a holistic view of marketing efforts
✦ Communicating with clients regularly on scheduled deliverables and ad-hoc requests
✦ Collaborating with internal teams and external partners to drive success for client’s business goals"
"58","Data Scientist Intern","Booz Allen Hamilton","Rome, NY 13441","InternshipKey Role:
Serve in the quantitative analysis field and work with staff to resolve a wide range of operations research (OR) issues. Develop solutions independently by demonstrating and applying knowledge of OR. Analyze the definition, design, and development of systems requirements, perform data maintenance, develop data pipelines, including extract, transform and load (ETL), map input and output processes, capture relationships among parameters of complex systems, and analyze measures of system health and performance. Develop predictive models of system performance and guide decision makers towards optimal design. Perform quantitative analysis using tools of the systems engineering trade.
Basic Qualifications:Knowledge of standard research techniques, statistical analysis, and data compilation
Knowledge of commonly used PC applications, including word processing, spreadsheets, and databases
Knowledge of basic scripting and programming
Knowledge of an introductory database, including SQL or NoSQL
Ability to select, analyze, and present data and information in written, verbal, or graphical form
Ability to obtain a security clearance
Pursuing a BA or BS degree
Additional Qualifications:Experience with Python or Java
Experience with the advanced use of Microsoft Excel
Ability to take poorly-defined problems and convert them into requirements for which practical solutions can be defined
Ability to exhibit flexibility, initiative, and innovation to succeed in an ambiguous and fast-paced environment and compose client deliverable quality documentation, analysis, and reports
Ability to be highly detail-oriented and organized
Pursuing a BA or BS degree in a technical field
Clearance:
Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information.

We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change."
"59","Data Scientist, Accounting","Spotify","New York, NY 10011 (Chelsea area)","Spotify is seeking an outstanding Data Scientist to join our Accounting team in New York. Our new team member will bring financial data and accounting systems expertise, working cross functionally with engineers, accountants and additional stakeholders in a cutting edge, data driven and always evolving environment.

What You’ll Do
Work with a cross-functional team of data analysts, engineers and accountants to maintain and develop systems and processes to support accurate financial reporting
Work with large data sets, solving complex problems in a dynamic environment
Work with accounting team members to define requirements for ad-hoc data analysis and reporting, being able to work independently to propose solutions
Work in an environment with a group of highly motivated individuals who are passionate about Spotify’s success
Who You Are
You have a passion for solving complex problems through data analysis combined with a strong business and financial acumen
You have the ability to communicate with both technical and non-technical teams to understand and define problems, and articulate proposed solutions
You have worked in data analytics for a minimum of 2 years with relevant experience with accounting and financial data analysis
You have a degree in mathematics, statistics, computer science, economics or another quantitative discipline
You have the technical competence to perform advanced analytics over large data sets with experience in Python, SQL and/or other analytic tools (e.g. Pandas, R, SPSS, Bigquery, SAS) and visualization packages (e.g. Tableau, Qlikense, D3)"
"60","Intern, Data Science - Part-Time","SiriusXM","New York, NY 10001 (Chelsea area)","Part-time, InternshipPosition Type: InternshipSession: Summer 2019 (June 3-August 9, 2019)Location: New York, NY

Position Summary:

SiriusXM interns don't make coffee. They're on-air, on projects and making valuable contributions to SiriusXM. Join our internship program and learn about the radio world and get hands-on experience in your field of study.

We're looking for a data scientist intern to join our data AI team to work on providing our customers with a better experience by using machine learning methods to deliver intelligent recommendations.

Duties and Responsibilities:
Research and implement the latest machine learning methods with NLP
Assist with segmenting content into significant pieces to be recommended to customers based on their personal profiles and search queries.
Supervisory Responsibilities:
None.
Minimum Qualifications:
In pursuit of a computer science degree or related field.
Knowledgeable of popular machine learning methods including neural networks.
Is familiar with mathematics and can translate equations to code.
Can demonstrate basic programming skills.
Must be at least 18 years of age.
Must be enrolled as a student in a college, university or trade school at the time of applying and interning. Students who have completed at least two years of college are preferred.
Requirements and General Skills:
Interpersonal skills and ability to interact and work with staff at all levels.
Ability to work independently and in a team environment.
Ability to pay attention to details and be organized..
Commitment to ""internal client"" and customer service principles.
Willingness to take initiative and to follow through on projects.
Excellent time management skills, with the ability to prioritize and multi-task, and work under shifting deadlines in a fast-paced environment.
Must have legal right to work in the U.S.
Technical Skills:
Ability to create professional grade documentation of technical research.
Basic experience with programming in Python, R, Scala or Java.
Experience with some type of visual graphing framework.
Knowledge of search and content recommendation strategies is a plus.
Jupyter Notebook experience is a plus.
Please note that all SiriusXM internships are paid.

As an EEO/Affirmative Action Employer all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, veteran status.

The requirements and duties described above may be modified or waived by the Company in its sole discretion without notice."
"61","Associate, Artificial Intelligence & Machine Learning","Penguin Random House LLC","New York, NY 10019 (Midtown area)","This is a great opportunity to join an agile and dynamic technology team, in the largest English language publisher. Help us discover text and data relationships to drive our business forward while working with new tools and processes. This position will assist in creating experiments and prototyping implementations to pushing boundaries in designing new architectures.
This role will be the subject matter expertise in Artificial Intelligence, Machine Learning and related technologies, with the ability to demonstrate understanding of the business applications and opportunities in the market. In addition, present complex ML/AI concepts to both technical and non-technical audiences.
Responsibilities
Domain knowledge of machine learning and text/data analysis/natural language processing techniques for classification, detection, key attribute extraction, segmentation, or activity detection.
Solid understanding of linear algebra, calculus.
Familiar with how to retrieve data from databases and other systems and tools using queries, exporting capabilities, and other effective methods.
Fully responsible for deliverables-including definition, completion, and technical quality, as well as assuring consistency across the responsibility span.
Object-oriented programming and principles, in Python, C++, or Java.
Experience in Data Modeling and Architecture.
Excellent written, oral, and interpersonal communication skills and a keen desire to learn.
Requirements
1+ years of experience working technical challenges associated with machine learning and/or text/data analysis/natural language processing.
BS degree
Strong problem-solving skills and capable of working with analysts, and technical software developers across several technical disciplines.
Strong software development and/or algorithmic scripting skills, preferably with knowledge of machine learning and/or deep learning frameworks.
Hands-on experience using text/data analysis/natural language processing and machine learning libraries such as TensorFlow, Torch, Caffe.
Familiarity with data analysis and visualization in Python.
Experience with these, or similar tools, a plus.
Amazon – AMI’s, ML Solutions Lab
Google – BigQuery, Dataproc, Spanner.
Please submit a cover letter and resume with through our online application process to be considered for this role.
Penguin Random House is the leading adult and children’s publishing house in North America, the United Kingdom and many other regions around the world. In publishing the best books in every genre and subject for all ages, we are committed to quality, excellence in execution, and innovation throughout the entire publishing process: editorial, design, marketing, publicity, sales, production, and distribution. Our vibrant and diverse international community of nearly 250 publishing brands and imprints include Ballantine Bantam Dell, Berkley, Clarkson Potter, Crown, DK, Doubleday, Dutton, Grosset & Dunlap, Little Golden Books, Knopf, Modern Library, Pantheon, Penguin Books, Penguin Press, Penguin Random House Audio, Penguin Young Readers, Portfolio, Puffin, Putnam, Random House, Random House Children’s Books, Riverhead, Ten Speed Press, Viking, and Vintage, among others. More information can be found at http://www.penguinrandomhouse.com/.
Penguin Random House values the array of talents and perspectives that a diverse workforce brings. All qualified applicants will receive consideration for employment without regard to race, national origin, religion, age, color, sex, sexual orientation, gender identity, disability, or protected veteran status.
Company: Penguin Random House LLC
Country: United States of America
State/Region: New York
City: New York
Postal Code: 10019
Job ID: 31122"
"62","Machine Learning Intern","Bose","Framingham, MA 01701","InternshipBose is looking for a motivated and imaginative software developer who is interested in honing their skills on cutting edge machine learning infra-structure acceleration and pipeline problems. The ideal candidate will have an interest in developing applications and libraries to support machine learning and DSP development for gesture and/or audio scene recognition on low power devices.
Key Responsiblities:
 Parallelizing and distributing scikit-learn algorithms.
 Developing DSP pipelines for feature measurement and transformation.
 Developing data collection and verification applications.
 Build technology demonstration applications.
Qualifications:
 Experience with python application or library development.
 Experience with scipy, numpy and scikit-learn.
 Basic understanding of DSP and ML theory.
 Pursing a degree in engineering, computer science or mathematics.
Bose is an equal opportunity employer that is committed to inclusion and diversity. We evaluate qualified applicants without regard to race, color, religion, sex, sexual orientation, gender identity, genetic information, national origin, age, disability, veteran status, or any other legally protected characteristics. For additional information, please review: (1) the EEO is the Law Poster (http://www.dol.gov/ofccp/regs/compliance/posters/pdf/OFCCP_EEO_Supplement_Final_JRF_QA_508c.pdf); and (2) its Supplements (http://www.dol.gov/ofccp/regs/compliance/posters/ofccpost.htm). Please note, the company's pay transparency is available at http://www.dol.gov/ofccp/pdf/EO13665_PrescribedNondiscriminationPostingLanguage_JRFQA508c.pdf. Bose is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation because of a disability for any part of the application or employment process, please send an e-mail to Wellbeing@bose.com and let us know the nature of your request and your contact information."
"63","AI and machine learning expert blockchain programmer","Bchain, LLC","New York, NY","$90,000 - $120,000 a yearEXCITING AI / Machine Learning / BLOCKCHAIN PROGRAMMING OPPORTUNITY.If you are interested in a fast-paced and high-growth AI / Maching Learning opportunity with Blockchain technology, then consider this full-time programming position at Bchain.This is a very rare opportunity to get in on the ground floor of one of the leaders of the AI / Machine Learning / Blockchain revolution, creating a very unique Blockchain platform in a Midtown Manhattan startup environment.At Bchain, you will work with some of the brightest minds from Wall Street, Blockchain engineers and Artificial Intelligence development experts creating highly disruptive next-generation products on the Blockchain.JOB REQUIREMENTSBachelor’s degree in Mathematics, Computer Science, Engineering, Finance or related field.Preferred: 2-4 years of experience in data analytics or graduate degree in: financial engineering, computational or mathematical finance, computer science, statistics or related field..Strong math, logic, and problem-solving skills.Strong coding skills, with preference for Python data science stack (numpy, pandas).MUST HAVE EXPERIENCE WITH:Analytical work in Fintech;Knowing basic python programming;Knowing basic MySQL database skills.Job Type: Full-timeSalary: $90,000.00 to $120,000.00 /yearExperience:Machine Learning: 2 years (Preferred)AI: 2 years (Preferred)Education:Bachelor's (Required)"
"64","Quantitative Analysis, Winter Analyst (North America - 2019)","Citi","New York, NY 10261 (Murray Hill area)","You're the brains behind our work.
You're ready to bring your knowledge from the classroom to the boardroom, and Citi wants to help you get there. Whether it's honing your skills or building your network, we know that success can't come without growth. Our programs equip you with the knowledge and training you need to play a valuable role on your team, and establish a long-term career here. At Citi, we value internal mobility, and career growth is not a question of if, but when. Citi's Institutional Clients Group is looking for Winter Analysts to join the Markets and Securities Services: Quantitative Analysis team in NAM. Quantitative Analysis works with international clients to streamline financial processes and make transactions seamless. Quantitative Analysis provides innovative solutions to public sector clients, corporations and financial institutions in more than 120 countries, including 99 of the Fortune Global 100 companies."
"65","Data Analyst / Data Scientist","Defined Clarity","New York, NY","$65 - $75 an hourWe have a client that is looking for a data scientist to add to its team. This position is for a Fortune 50 company that is based in Philadelphia. This is not a remote position.
Expertise in SQL Development.Call Center or Customer care data experience a plus.Must be able to write SQL queries and must have experience with data extraction
and ETL.Experience with Teradata and SQL Server DatabasesR Studio and Python scripting is a plus.Communication and presentation skills are a must as you will have to present to key stakeholders.Tableau analysis and dashboard development is required.
A minimum of three years professional-level SQL programming experience in a
Windows and Linux environment.A Computer Science or Mathematics degree.Outstanding problem-solving skills.Ability to develop and deliver power point presentations.Knowledge of shell scripts and other languages including Java, Python or Perl is a
plus."
"69","Machine Learning, Data Science Internship","EagleView","Rochester, NY 14607 (East Avenue area)","InternshipWe are looking for a talented student that’s interested in a Machine Learning, Data Science position. You’ll have the opportunity to work with a fun, hardworking and talented team to help develop and run neural net classifiers for aerial and drone imagery.

PRIMARY RESPONSIBILITIES
Help to aggregate, clean, and organize training data for machine learning
Help evaluate and document model performance
Work with other members of the Machine Learning Team to scale the use of neural networks for imagery classification and other applications
Research and experiment new technologies that can improve algorithm applications
Experience with Python or similar language
Experience Amazon AWS or other cloud compute services
Working knowledge of Linux-based command line environments
Working toward a Bachelor’s Degree, preferably in science, data science, engineering, computer science, or related field"
"70","Intern, Data Science","Nielsen","New York, NY","InternshipIntern, Data Science - 33195
Data Science - USA New York, New York
Nielsen is the largest measurement company in the world with unique measurement technologies, assets, and data that make it one of the most interesting and challenging places for a data scientist to work. We focus on what consumers watch, listen to, and buy in over 95 countries.
Data Science is core to what Nielsen does, and our research projects have high visibility indirectly affecting the results of our business and our clients. This Data Science Intern role in the Data Integration team provides an opportunity to contribute to methodological innovation in the exciting and fast-changing world of media measurement. This is an ideal position to grow as a researcher, contribute to innovative products, and develop subject-matter expertise in digital methodology and cross-platform audience measurement.
The Data Integration team within the Data Science Watch Methods organization focuses on improving and enhancing Nielsen’s methods of combining disparate media datasets. As part of this exciting team, this position will focus on improving Nielsen’s existing methodologies and exploring new machine learning methods in order to enhance or expand the data delivered to clients.
We are looking for an intern who is available for the summer of 2019.
Skills Required:
Education background in Statistics, Mathematics, Computer Science, Economics, Sociology (Quantitative), Graduate level preferred, will consider Juniors/Seniors
Must be proficient with Python, Spark, or Scala to develop sharable software with the appropriate technical documentation.
Must be proficient in SQL and large-scale databases.
Must have strong verbal and written communication skills.
Must have ability to work alone and with a team
Must have critical thinking skills necessary to evaluate results in order to make decisions
Must demonstrate intellectual curiosity and persistence to find answers
Key Responsibilities
Work with cross-functional teams to implement and validate enhanced audience measurement methodologies.
Independently write custom Python and SQL code.
Drive technical solutions to complex business problems. From lightweight automation to designing and building robust/scalable solutions. Strong focus on optimization.
Key tasks include – but are not limited to – trend analyses, identifying methodological and process improvements, representation/ sampling, bias reduction, indirect estimation, data integration, automation, generalization, data integration, examining large volumes of data, harmonization as well as working with different data sources.
Pro-actively gather information, as needed, to work independently and with a team.
Support in detecting and addressing quality escapes.
About Nielsen:
Nielsen N.V. (NYSE: NLSN) is a global performance management company that provides a comprehensive understanding of what consumers Watch and Buy. Nielsen’s Watch segment provides media and advertising clients with Total Audience measurement services across all devices where content — video, audio, and text — is consumed. The Buy segment offers consumer packaged goods manufacturers and retailers the industry’s only global view of retail performance measurement.
By integrating information from its Watch and Buy segments and other data sources, Nielsen provides its clients with both world-class measurement as well as analytics that help improve performance. Nielsen, an S&P 500 company, has operations in over 100 countries that cover more than 90 percent of the world’s population. For more information, visit www.nielsen.com
Nielsen is committed to hiring and retaining a diverse workforce. We are proud to be an Equal Opportunity/Affirmative Action-Employer, making decisions without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability status, age, marital status, protected veteran status or any other protected class.
Job Type: Internship
Primary Location: New York,New York
Secondary Locations: , , ,
Travel: No"
